LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
SVN,ROADACCID,DEATH,NBR,A,1970,620,
SVN,ROADACCID,DEATH,NBR,A,1971,644,
SVN,ROADACCID,DEATH,NBR,A,1972,625,
SVN,ROADACCID,DEATH,NBR,A,1973,701,
SVN,ROADACCID,DEATH,NBR,A,1974,557,
SVN,ROADACCID,DEATH,NBR,A,1975,596,
SVN,ROADACCID,DEATH,NBR,A,1976,587,
SVN,ROADACCID,DEATH,NBR,A,1977,680,
SVN,ROADACCID,DEATH,NBR,A,1978,729,
SVN,ROADACCID,DEATH,NBR,A,1979,735,
SVN,ROADACCID,DEATH,NBR,A,1980,558,
SVN,ROADACCID,DEATH,NBR,A,1981,565,
SVN,ROADACCID,DEATH,NBR,A,1982,569,
SVN,ROADACCID,DEATH,NBR,A,1983,527,
SVN,ROADACCID,DEATH,NBR,A,1984,492,
SVN,ROADACCID,DEATH,NBR,A,1985,464,
SVN,ROADACCID,DEATH,NBR,A,1986,504,
SVN,ROADACCID,DEATH,NBR,A,1987,558,
SVN,ROADACCID,DEATH,NBR,A,1988,551,
SVN,ROADACCID,DEATH,NBR,A,1989,554,
SVN,ROADACCID,DEATH,NBR,A,1990,517,
SVN,ROADACCID,DEATH,NBR,A,1991,462,
SVN,ROADACCID,DEATH,NBR,A,1992,492,
SVN,ROADACCID,DEATH,NBR,A,1993,493,
SVN,ROADACCID,DEATH,NBR,A,1994,505,
SVN,ROADACCID,DEATH,NBR,A,1995,415,
SVN,ROADACCID,DEATH,NBR,A,1996,389,
SVN,ROADACCID,DEATH,NBR,A,1997,357,
SVN,ROADACCID,DEATH,NBR,A,1998,309,
SVN,ROADACCID,DEATH,NBR,A,1999,334,
SVN,ROADACCID,DEATH,NBR,A,2000,313,
SVN,ROADACCID,DEATH,NBR,A,2001,278,
SVN,ROADACCID,DEATH,NBR,A,2002,268,
SVN,ROADACCID,DEATH,NBR,A,2003,242,
SVN,ROADACCID,DEATH,NBR,A,2004,274,
SVN,ROADACCID,DEATH,NBR,A,2005,258,
SVN,ROADACCID,DEATH,NBR,A,2006,262,
SVN,ROADACCID,DEATH,NBR,A,2007,293,
SVN,ROADACCID,DEATH,NBR,A,2008,214,
SVN,ROADACCID,DEATH,NBR,A,2009,171,
SVN,ROADACCID,DEATH,NBR,A,2010,138,
SVN,ROADACCID,DEATH,NBR,A,2011,141,
SVN,ROADACCID,DEATH,NBR,A,2012,130,
SVN,ROADACCID,DEATH,NBR,A,2013,125,
SVN,ROADACCID,DEATH,NBR,A,2014,108,
SVN,ROADACCID,DEATH,NBR,A,2015,120,
SVN,ROADACCID,DEATH,NBR,A,2016,130,
SVN,ROADACCID,DEATH,NBR,A,2017,104,
SVN,ROADACCID,DEATH,NBR,A,2018,91,
SVN,ROADACCID,DEATH,NBR,A,2019,102,
SVN,ROADACCID,DEATH,NBR,A,2020,80,
SVN,ROADACCID,DEATH,NBR,A,2021,114,
TUR,ROADACCID,INJURE,NBR,A,1970,16838,
TUR,ROADACCID,INJURE,NBR,A,1971,19601,
TUR,ROADACCID,INJURE,NBR,A,1972,19086,
TUR,ROADACCID,INJURE,NBR,A,1973,21801,
TUR,ROADACCID,INJURE,NBR,A,1974,23734,
TUR,ROADACCID,INJURE,NBR,A,1975,27847,
TUR,ROADACCID,INJURE,NBR,A,1976,30428,
TUR,ROADACCID,INJURE,NBR,A,1977,33677,
TUR,ROADACCID,INJURE,NBR,A,1978,31372,
TUR,ROADACCID,INJURE,NBR,A,1979,26427,
TUR,ROADACCID,INJURE,NBR,A,1980,24608,
TUR,ROADACCID,INJURE,NBR,A,1981,29744,
TUR,ROADACCID,INJURE,NBR,A,1982,35976,
TUR,ROADACCID,INJURE,NBR,A,1983,44769,
TUR,ROADACCID,INJURE,NBR,A,1984,50521,
TUR,ROADACCID,INJURE,NBR,A,1985,51586,
TUR,ROADACCID,INJURE,NBR,A,1986,71264,
TUR,ROADACCID,INJURE,NBR,A,1987,80321,
TUR,ROADACCID,INJURE,NBR,A,1988,79174,
TUR,ROADACCID,INJURE,NBR,A,1989,80013,
TUR,ROADACCID,INJURE,NBR,A,1990,87668,
TUR,ROADACCID,INJURE,NBR,A,1991,90520,
TUR,ROADACCID,INJURE,NBR,A,1992,94820,
TUR,ROADACCID,INJURE,NBR,A,1993,104330,
TUR,ROADACCID,INJURE,NBR,A,1994,104717,
TUR,ROADACCID,INJURE,NBR,A,1995,114319,
TUR,ROADACCID,INJURE,NBR,A,1996,104599,
TUR,ROADACCID,INJURE,NBR,A,1997,106246,
TUR,ROADACCID,INJURE,NBR,A,1998,125783,
TUR,ROADACCID,INJURE,NBR,A,1999,125158,
TUR,ROADACCID,INJURE,NBR,A,2000,136751,
TUR,ROADACCID,INJURE,NBR,A,2001,116203,
TUR,ROADACCID,INJURE,NBR,A,2002,116412,
TUR,ROADACCID,INJURE,NBR,A,2003,118214,
TUR,ROADACCID,INJURE,NBR,A,2004,136437,
TUR,ROADACCID,INJURE,NBR,A,2005,154086,
TUR,ROADACCID,INJURE,NBR,A,2006,169080,
TUR,ROADACCID,INJURE,NBR,A,2007,189057,
TUR,ROADACCID,INJURE,NBR,A,2008,184468,
TUR,ROADACCID,INJURE,NBR,A,2009,201380,
TUR,ROADACCID,INJURE,NBR,A,2010,211496,
TUR,ROADACCID,INJURE,NBR,A,2011,238074,
TUR,ROADACCID,INJURE,NBR,A,2012,268079,
TUR,ROADACCID,INJURE,NBR,A,2013,274829,
TUR,ROADACCID,INJURE,NBR,A,2014,285059,
TUR,ROADACCID,INJURE,NBR,A,2015,304421,
TUR,ROADACCID,INJURE,NBR,A,2016,303812,
TUR,ROADACCID,INJURE,NBR,A,2017,300383,
TUR,ROADACCID,INJURE,NBR,A,2018,307071,
TUR,ROADACCID,INJURE,NBR,A,2019,283234,
TUR,ROADACCID,INJURE,NBR,A,2020,226266,
TUR,ROADACCID,INJURE,NBR,A,2021,274645,
LUX,ROADACCID,DEATH,1000000HAB,A,1994,16.38021964,
LUX,ROADACCID,DEATH,1000000HAB,A,1995,17.13062099,
LUX,ROADACCID,DEATH,1000000HAB,A,1996,17.140443,
LUX,ROADACCID,DEATH,1000000HAB,A,1997,14.3044463,
LUX,ROADACCID,DEATH,1000000HAB,A,1998,13.42123852,
LUX,ROADACCID,DEATH,1000000HAB,A,1999,13.47348859,
LUX,ROADACCID,DEATH,1000000HAB,A,2000,17.41920697,
LUX,ROADACCID,DEATH,1000000HAB,A,2001,15.85414189,
LUX,ROADACCID,DEATH,1000000HAB,A,2002,13.89589287,
LUX,ROADACCID,DEATH,1000000HAB,A,2003,11.73527002,
LUX,ROADACCID,DEATH,1000000HAB,A,2004,10.91476659,
LUX,ROADACCID,DEATH,1000000HAB,A,2005,10.10409366,
LUX,ROADACCID,DEATH,1000000HAB,A,2006,9.097891193,
LUX,ROADACCID,DEATH,1000000HAB,A,2007,9.375136721,
LUX,ROADACCID,DEATH,1000000HAB,A,2008,7.162590811,
LUX,ROADACCID,DEATH,1000000HAB,A,2009,9.64275598,
LUX,ROADACCID,DEATH,1000000HAB,A,2010,6.312222238,
LUX,ROADACCID,DEATH,1000000HAB,A,2011,6.366391626,
LUX,ROADACCID,DEATH,1000000HAB,A,2012,6.403664403,
LUX,ROADACCID,DEATH,1000000HAB,A,2013,8.28180212,
LUX,ROADACCID,DEATH,1000000HAB,A,2014,6.291354421,
LUX,ROADACCID,DEATH,1000000HAB,A,2015,6.320180336,
LUX,ROADACCID,DEATH,1000000HAB,A,2016,5.498149529,
LUX,ROADACCID,DEATH,1000000HAB,A,2017,5.869174425,
LUX,ROADACCID,DEATH,1000000HAB,A,2018,5.9215396,
GBR,ROADACCID,DEATH,1000000HAB,A,1994,6.579021838,
GBR,ROADACCID,DEATH,1000000HAB,A,1995,6.489250165,
GBR,ROADACCID,DEATH,1000000HAB,A,1996,6.429768107,
GBR,ROADACCID,DEATH,1000000HAB,A,1997,6.418373635,
GBR,ROADACCID,DEATH,1000000HAB,A,1998,6.122713367,
GBR,ROADACCID,DEATH,1000000HAB,A,1999,6.073364402,
GBR,ROADACCID,DEATH,1000000HAB,A,2000,6.078871077,
GBR,ROADACCID,DEATH,1000000HAB,A,2001,6.08596059,
GBR,ROADACCID,DEATH,1000000HAB,A,2002,6.031617161,
GBR,ROADACCID,DEATH,1000000HAB,A,2003,6.13268834,
GBR,ROADACCID,DEATH,1000000HAB,A,2004,5.614465116,
GBR,ROADACCID,DEATH,1000000HAB,A,2005,5.523068529,
GBR,ROADACCID,DEATH,1000000HAB,A,2006,5.420168219,
GBR,ROADACCID,DEATH,1000000HAB,A,2007,4.98838411,
GBR,ROADACCID,DEATH,1000000HAB,A,2008,4.279450894,
GBR,ROADACCID,DEATH,1000000HAB,A,2009,3.752633226,
GBR,ROADACCID,DEATH,1000000HAB,A,2010,3.035065038,
GBR,ROADACCID,DEATH,1000000HAB,A,2011,3.09838266,
GBR,ROADACCID,DEATH,1000000HAB,A,2012,2.828875852,
GBR,ROADACCID,DEATH,1000000HAB,A,2013,2.76009304,
GBR,ROADACCID,DEATH,1000000HAB,A,2014,2.869866951,
GBR,ROADACCID,DEATH,1000000HAB,A,2015,2.770431127,
GBR,ROADACCID,DEATH,1000000HAB,A,2016,2.834864869,
GBR,ROADACCID,DEATH,1000000HAB,A,2017,2.809615588,
GBR,ROADACCID,DEATH,1000000HAB,A,2018,2.767063619,
GBR,ROADACCID,DEATH,1000000HAB,A,2019,2.705115737,
GBR,ROADACCID,DEATH,1000000HAB,A,2020,2.259954384,
GBR,ROADACCID,DEATH,1000000HAB,A,2021,2.388358747,
LTU,ROADACCID,DEATH,1000000HAB,A,1994,20.91796221,
LTU,ROADACCID,DEATH,1000000HAB,A,1995,18.48942245,
LTU,ROADACCID,DEATH,1000000HAB,A,1996,18.51948002,
LTU,ROADACCID,DEATH,1000000HAB,A,1997,20.30691411,
LTU,ROADACCID,DEATH,1000000HAB,A,1998,23.35651423,
LTU,ROADACCID,DEATH,1000000HAB,A,1999,21.22444625,
LTU,ROADACCID,DEATH,1000000HAB,A,2000,18.31671399,
LTU,ROADACCID,DEATH,1000000HAB,A,2001,20.34102624,
LTU,ROADACCID,DEATH,1000000HAB,A,2002,20.24357934,
LTU,ROADACCID,DEATH,1000000HAB,A,2003,20.76005215,
LTU,ROADACCID,DEATH,1000000HAB,A,2004,22.26779091,
LTU,ROADACCID,DEATH,1000000HAB,A,2005,23.26541718,
LTU,ROADACCID,DEATH,1000000HAB,A,2006,23.24223702,
LTU,ROADACCID,DEATH,1000000HAB,A,2007,22.90104212,
LTU,ROADACCID,DEATH,1000000HAB,A,2008,15.60237519,
LTU,ROADACCID,DEATH,1000000HAB,A,2009,11.69806596,
LTU,ROADACCID,DEATH,1000000HAB,A,2010,9.65362534,
LTU,ROADACCID,DEATH,1000000HAB,A,2011,9.775058081,
LTU,ROADACCID,DEATH,1000000HAB,A,2012,10.10786295,
LTU,ROADACCID,DEATH,1000000HAB,A,2013,8.655406299,
LTU,ROADACCID,DEATH,1000000HAB,A,2014,9.105272294,
LTU,ROADACCID,DEATH,1000000HAB,A,2015,8.330722811,
LTU,ROADACCID,DEATH,1000000HAB,A,2016,6.694021507,
LTU,ROADACCID,DEATH,1000000HAB,A,2017,6.752927359,
LTU,ROADACCID,DEATH,1000000HAB,A,2018,6.17516847,
LTU,ROADACCID,DEATH,1000000HAB,A,2019,6.656795998,
LTU,ROADACCID,DEATH,1000000HAB,A,2020,6.297217954,
LTU,ROADACCID,DEATH,1000000HAB,A,2021,5.223013743,
POL,ROADACCID,INJURE,NBR,A,1970,37844,
POL,ROADACCID,INJURE,NBR,A,1971,36796,E
POL,ROADACCID,INJURE,NBR,A,1972,39194,E
POL,ROADACCID,INJURE,NBR,A,1973,41592,E
POL,ROADACCID,INJURE,NBR,A,1974,43989,E
POL,ROADACCID,INJURE,NBR,A,1975,52018,
POL,ROADACCID,INJURE,NBR,A,1976,46179,E
POL,ROADACCID,INJURE,NBR,A,1977,45973,E
POL,ROADACCID,INJURE,NBR,A,1978,51691,
POL,ROADACCID,INJURE,NBR,A,1979,50768,
POL,ROADACCID,INJURE,NBR,A,1980,52247,
POL,ROADACCID,INJURE,NBR,A,1981,57472,
POL,ROADACCID,INJURE,NBR,A,1982,51231,
POL,ROADACCID,INJURE,NBR,A,1983,53024,
POL,ROADACCID,INJURE,NBR,A,1984,46305,
POL,ROADACCID,INJURE,NBR,A,1985,46978,
POL,ROADACCID,INJURE,NBR,A,1986,47817,
POL,ROADACCID,INJURE,NBR,A,1987,46897,
POL,ROADACCID,INJURE,NBR,A,1988,48477,
POL,ROADACCID,INJURE,NBR,A,1989,60363,
POL,ROADACCID,INJURE,NBR,A,1990,66944,
POL,ROADACCID,INJURE,NBR,A,1991,73143,
POL,ROADACCID,INJURE,NBR,A,1992,67993,
POL,ROADACCID,INJURE,NBR,A,1993,65153,
POL,ROADACCID,INJURE,NBR,A,1994,71317,
POL,ROADACCID,INJURE,NBR,A,1995,77126,
POL,ROADACCID,INJURE,NBR,A,1996,77778,
POL,ROADACCID,INJURE,NBR,A,1997,90476,
POL,ROADACCID,INJURE,NBR,A,1998,84640,
POL,ROADACCID,INJURE,NBR,A,1999,68449,
POL,ROADACCID,INJURE,NBR,A,2000,71638,
POL,ROADACCID,INJURE,NBR,A,2001,68194,
POL,ROADACCID,INJURE,NBR,A,2002,67498,
POL,ROADACCID,INJURE,NBR,A,2003,63900,
POL,ROADACCID,INJURE,NBR,A,2004,64661,
POL,ROADACCID,INJURE,NBR,A,2005,61191,
POL,ROADACCID,INJURE,NBR,A,2006,59123,
POL,ROADACCID,INJURE,NBR,A,2007,63224,
POL,ROADACCID,INJURE,NBR,A,2008,62097,
POL,ROADACCID,INJURE,NBR,A,2009,56046,
POL,ROADACCID,INJURE,NBR,A,2010,48952,
POL,ROADACCID,INJURE,NBR,A,2011,49501,
POL,ROADACCID,INJURE,NBR,A,2012,45792,
POL,ROADACCID,INJURE,NBR,A,2013,44059,
POL,ROADACCID,INJURE,NBR,A,2014,42545,
POL,ROADACCID,INJURE,NBR,A,2015,39778,
POL,ROADACCID,INJURE,NBR,A,2016,40766,
POL,ROADACCID,INJURE,NBR,A,2017,39466,
POL,ROADACCID,INJURE,NBR,A,2018,37359,
POL,ROADACCID,INJURE,NBR,A,2019,35477,
POL,ROADACCID,INJURE,NBR,A,2020,26463,
POL,ROADACCID,INJURE,NBR,A,2021,26415,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,1970,28651,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,1971,29455,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,1972,29199,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,1973,26146,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,1974,25471,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,1975,24055,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,1976,23545,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,1977,25066,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,1978,25623,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,1979,25837,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,1980,25649,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,1981,25245,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,1982,25535,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,1983,26223,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,1984,25076,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,1985,24302,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,1986,24700,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,1987,23773,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,1988,24544,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,1989,24606,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,1990,23834,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,1991,22821,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,1992,23272,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,1993,22852,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,1994,23527,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,1995,23030,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,1996,21578,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,1997,22075,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,1998,22232,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,1999,23434,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,2000,23737,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,2001,23896,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,2002,23647,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,2003,23840,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,2004,22891,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,2005,21706,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,2006,21491,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,2007,21911,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,2008,20736,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,2009,20506,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,2010,19609,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,2011,18990,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,2012,18148,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,2013,17473,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,2014,17803,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,2015,17736,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,2016,17577,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,2017,17799,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,2018,18033,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,2019,17761,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,2020,16897,
CHE,ROADACCID,ACCIDENTCASUAL,NBR,A,2021,17436,
RUS,ROADACCID,DEATH,1000000HAB,A,1994,23.98726558,
RUS,ROADACCID,DEATH,1000000HAB,A,1995,22.09996702,
RUS,ROADACCID,DEATH,1000000HAB,A,1996,19.88929154,
RUS,ROADACCID,DEATH,1000000HAB,A,1997,18.70326369,
RUS,ROADACCID,DEATH,1000000HAB,A,1998,19.65249944,
RUS,ROADACCID,DEATH,1000000HAB,A,1999,20.18683233,
RUS,ROADACCID,DEATH,1000000HAB,A,2000,20.18733429,
RUS,ROADACCID,DEATH,1000000HAB,A,2001,21.17875399,
RUS,ROADACCID,DEATH,1000000HAB,A,2002,22.87784833,
RUS,ROADACCID,DEATH,1000000HAB,A,2003,24.61274811,
RUS,ROADACCID,DEATH,1000000HAB,A,2004,23.95130343,
RUS,ROADACCID,DEATH,1000000HAB,A,2005,23.66031258,
RUS,ROADACCID,DEATH,1000000HAB,A,2006,22.87597556,
RUS,ROADACCID,DEATH,1000000HAB,A,2007,23.32409468,
RUS,ROADACCID,DEATH,1000000HAB,A,2008,20.97204974,
RUS,ROADACCID,DEATH,1000000HAB,A,2009,19.37103505,
RUS,ROADACCID,DEATH,1000000HAB,A,2010,18.59789915,
RUS,ROADACCID,DEATH,1000000HAB,A,2011,19.55289764,
RUS,ROADACCID,DEATH,1000000HAB,A,2012,19.5465528,
RUS,ROADACCID,DEATH,1000000HAB,A,2013,18.83183464,
RUS,ROADACCID,DEATH,1000000HAB,A,2014,18.74430706,
RUS,ROADACCID,DEATH,1000000HAB,A,2015,16.04059824,
RUS,ROADACCID,DEATH,1000000HAB,A,2016,14.06932434,
RUS,ROADACCID,DEATH,1000000HAB,A,2017,13.2099867,
RUS,ROADACCID,DEATH,1000000HAB,A,2018,12.60677596,
RUS,ROADACCID,DEATH,1000000HAB,A,2019,11.75918543,
RUS,ROADACCID,DEATH,1000000HAB,A,2020,11.2109725,
EST,ROADACCID,DEATH,NBR,A,1970,252,
EST,ROADACCID,DEATH,NBR,A,1971,251,
EST,ROADACCID,DEATH,NBR,A,1972,271,
EST,ROADACCID,DEATH,NBR,A,1973,249,
EST,ROADACCID,DEATH,NBR,A,1974,250,
EST,ROADACCID,DEATH,NBR,A,1975,266,
EST,ROADACCID,DEATH,NBR,A,1976,264,
EST,ROADACCID,DEATH,NBR,A,1977,276,
EST,ROADACCID,DEATH,NBR,A,1978,271,
EST,ROADACCID,DEATH,NBR,A,1979,304,
EST,ROADACCID,DEATH,NBR,A,1980,303,
EST,ROADACCID,DEATH,NBR,A,1981,266,
EST,ROADACCID,DEATH,NBR,A,1982,265,
EST,ROADACCID,DEATH,NBR,A,1983,291,
EST,ROADACCID,DEATH,NBR,A,1984,253,
EST,ROADACCID,DEATH,NBR,A,1985,191,
EST,ROADACCID,DEATH,NBR,A,1986,223,
EST,ROADACCID,DEATH,NBR,A,1987,233,
EST,ROADACCID,DEATH,NBR,A,1988,268,
EST,ROADACCID,DEATH,NBR,A,1989,343,
EST,ROADACCID,DEATH,NBR,A,1990,436,
EST,ROADACCID,DEATH,NBR,A,1991,491,
EST,ROADACCID,DEATH,NBR,A,1992,287,
EST,ROADACCID,DEATH,NBR,A,1993,321,
EST,ROADACCID,DEATH,NBR,A,1994,364,
EST,ROADACCID,DEATH,NBR,A,1995,332,
EST,ROADACCID,DEATH,NBR,A,1996,213,
EST,ROADACCID,DEATH,NBR,A,1997,279,
EST,ROADACCID,DEATH,NBR,A,1998,284,
EST,ROADACCID,DEATH,NBR,A,1999,232,
EST,ROADACCID,DEATH,NBR,A,2000,204,
EST,ROADACCID,DEATH,NBR,A,2001,199,
EST,ROADACCID,DEATH,NBR,A,2002,223,
EST,ROADACCID,DEATH,NBR,A,2003,164,
EST,ROADACCID,DEATH,NBR,A,2004,170,
EST,ROADACCID,DEATH,NBR,A,2005,170,
EST,ROADACCID,DEATH,NBR,A,2006,204,
EST,ROADACCID,DEATH,NBR,A,2007,196,
EST,ROADACCID,DEATH,NBR,A,2008,132,
EST,ROADACCID,DEATH,NBR,A,2009,100,
EST,ROADACCID,DEATH,NBR,A,2010,79,
EST,ROADACCID,DEATH,NBR,A,2011,101,
EST,ROADACCID,DEATH,NBR,A,2012,87,
EST,ROADACCID,DEATH,NBR,A,2013,81,
EST,ROADACCID,DEATH,NBR,A,2014,78,
EST,ROADACCID,DEATH,NBR,A,2015,67,
EST,ROADACCID,DEATH,NBR,A,2016,71,
EST,ROADACCID,DEATH,NBR,A,2017,48,
EST,ROADACCID,DEATH,NBR,A,2018,67,
EST,ROADACCID,DEATH,NBR,A,2019,52,
EST,ROADACCID,DEATH,NBR,A,2020,60,
EST,ROADACCID,DEATH,NBR,A,2021,55,
AUT,ROADACCID,DEATH,NBR,A,1970,2507,
AUT,ROADACCID,DEATH,NBR,A,1971,2782,
AUT,ROADACCID,DEATH,NBR,A,1972,2948,
AUT,ROADACCID,DEATH,NBR,A,1973,2765,
AUT,ROADACCID,DEATH,NBR,A,1974,2499,
AUT,ROADACCID,DEATH,NBR,A,1975,2467,
AUT,ROADACCID,DEATH,NBR,A,1976,2131,
AUT,ROADACCID,DEATH,NBR,A,1977,2091,
AUT,ROADACCID,DEATH,NBR,A,1978,2112,
AUT,ROADACCID,DEATH,NBR,A,1979,2129,
AUT,ROADACCID,DEATH,NBR,A,1980,1951,
AUT,ROADACCID,DEATH,NBR,A,1981,1898,
AUT,ROADACCID,DEATH,NBR,A,1982,1883,
AUT,ROADACCID,DEATH,NBR,A,1983,1967,
AUT,ROADACCID,DEATH,NBR,A,1984,1814,
AUT,ROADACCID,DEATH,NBR,A,1985,1524,
AUT,ROADACCID,DEATH,NBR,A,1986,1495,
AUT,ROADACCID,DEATH,NBR,A,1987,1469,
AUT,ROADACCID,DEATH,NBR,A,1988,1620,
AUT,ROADACCID,DEATH,NBR,A,1989,1570,
AUT,ROADACCID,DEATH,NBR,A,1990,1558,
AUT,ROADACCID,DEATH,NBR,A,1991,1551,
AUT,ROADACCID,DEATH,NBR,A,1992,1403,
AUT,ROADACCID,DEATH,NBR,A,1993,1283,
AUT,ROADACCID,DEATH,NBR,A,1994,1338,
AUT,ROADACCID,DEATH,NBR,A,1995,1210,
AUT,ROADACCID,DEATH,NBR,A,1996,1027,
AUT,ROADACCID,DEATH,NBR,A,1997,1105,
AUT,ROADACCID,DEATH,NBR,A,1998,963,
AUT,ROADACCID,DEATH,NBR,A,1999,1079,
AUT,ROADACCID,DEATH,NBR,A,2000,976,
AUT,ROADACCID,DEATH,NBR,A,2001,958,
AUT,ROADACCID,DEATH,NBR,A,2002,956,
AUT,ROADACCID,DEATH,NBR,A,2003,931,
AUT,ROADACCID,DEATH,NBR,A,2004,878,
AUT,ROADACCID,DEATH,NBR,A,2005,768,
AUT,ROADACCID,DEATH,NBR,A,2006,730,
AUT,ROADACCID,DEATH,NBR,A,2007,691,
AUT,ROADACCID,DEATH,NBR,A,2008,679,
AUT,ROADACCID,DEATH,NBR,A,2009,633,
AUT,ROADACCID,DEATH,NBR,A,2010,552,
AUT,ROADACCID,DEATH,NBR,A,2011,523,
AUT,ROADACCID,DEATH,NBR,A,2012,531,B
AUT,ROADACCID,DEATH,NBR,A,2013,455,
AUT,ROADACCID,DEATH,NBR,A,2014,430,
AUT,ROADACCID,DEATH,NBR,A,2015,479,
AUT,ROADACCID,DEATH,NBR,A,2016,432,
AUT,ROADACCID,DEATH,NBR,A,2017,414,
AUT,ROADACCID,DEATH,NBR,A,2018,409,
AUT,ROADACCID,DEATH,NBR,A,2019,416,
AUT,ROADACCID,DEATH,NBR,A,2020,344,
AUT,ROADACCID,DEATH,NBR,A,2021,362,
LUX,ROADACCID,INJURE,NBR,A,1970,2367,
LUX,ROADACCID,INJURE,NBR,A,1971,2383,
LUX,ROADACCID,INJURE,NBR,A,1972,2629,
LUX,ROADACCID,INJURE,NBR,A,1973,2844,
LUX,ROADACCID,INJURE,NBR,A,1974,2765,
LUX,ROADACCID,INJURE,NBR,A,1975,2759,
LUX,ROADACCID,INJURE,NBR,A,1976,2443,
LUX,ROADACCID,INJURE,NBR,A,1977,2488,
LUX,ROADACCID,INJURE,NBR,A,1978,2173,
LUX,ROADACCID,INJURE,NBR,A,1979,2286,
LUX,ROADACCID,INJURE,NBR,A,1980,2283,
LUX,ROADACCID,INJURE,NBR,A,1981,2141,
LUX,ROADACCID,INJURE,NBR,A,1982,1964,
LUX,ROADACCID,INJURE,NBR,A,1983,2118,
LUX,ROADACCID,INJURE,NBR,A,1984,2117,
LUX,ROADACCID,INJURE,NBR,A,1985,1997,
LUX,ROADACCID,INJURE,NBR,A,1986,1983,
LUX,ROADACCID,INJURE,NBR,A,1987,1682,
LUX,ROADACCID,INJURE,NBR,A,1988,1863,
LUX,ROADACCID,INJURE,NBR,A,1989,1848,
LUX,ROADACCID,INJURE,NBR,A,1990,1778,
LUX,ROADACCID,INJURE,NBR,A,1991,1642,
LUX,ROADACCID,INJURE,NBR,A,1992,1656,
LUX,ROADACCID,INJURE,NBR,A,1993,1642,
LUX,ROADACCID,INJURE,NBR,A,1994,1550,
LUX,ROADACCID,INJURE,NBR,A,1995,1660,
LUX,ROADACCID,INJURE,NBR,A,1996,1538,
LUX,ROADACCID,INJURE,NBR,A,1997,1498,
LUX,ROADACCID,INJURE,NBR,A,1998,1518,
LUX,ROADACCID,INJURE,NBR,A,1999,1529,
LUX,ROADACCID,INJURE,NBR,A,2000,1257,
LUX,ROADACCID,INJURE,NBR,A,2001,1178,
